,time,date,symbol,open,high,low,close
251,48360,240607,SBIN,823.9,824.0,823.2,823.75
252,48420,240607,SBIN,823.7,824.0,823.05,823.3
253,48480,240607,SBIN,823.2,823.7,823.05,823.35
254,48540,240607,SBIN,823.4,823.7,823.1,823.2
255,48600,240607,SBIN,823.35,823.6,823.0,823.0
256,48660,240607,SBIN,823.05,823.6,823.0,823.4
257,48720,240607,SBIN,823.45,823.7,823.05,823.1
258,48780,240607,SBIN,823.25,823.55,822.55,823.25
259,48840,240607,SBIN,823.25,823.6,822.8,823.15
260,48900,240607,SBIN,823.1,823.4,822.85,823.15
261,48960,240607,SBIN,823.15,823.55,823.1,823.3
262,49020,240607,SBIN,823.3,823.95,823.1,823.35
263,49080,240607,SBIN,823.5,823.95,823.4,823.6
264,49140,240607,SBIN,823.5,823.9,823.5,823.75
265,49200,240607,SBIN,823.8,823.9,823.35,823.5
266,49260,240607,SBIN,823.5,823.85,823.3,823.75
267,49320,240607,SBIN,823.55,823.8,823.4,823.7
268,49380,240607,SBIN,823.55,823.9,823.3,823.75
269,49440,240607,SBIN,823.9,824.55,823.7,824.25
270,49500,240607,SBIN,824.4,824.4,824.0,824.1
271,49560,240607,SBIN,824.0,824.2,823.6,823.85
272,49620,240607,SBIN,824.0,824.2,823.75,823.85
273,49680,240607,SBIN,823.85,824.0,823.7,823.85
274,49740,240607,SBIN,823.95,824.15,823.7,824.1
275,49800,240607,SBIN,824.2,824.85,824.1,824.3
276,49860,240607,SBIN,824.5,825.85,824.5,825.65
277,49920,240607,SBIN,825.7,825.9,824.95,825.0
278,49980,240607,SBIN,824.95,825.2,824.3,824.45
279,50040,240607,SBIN,824.75,824.8,824.0,824.3
280,50100,240607,SBIN,824.4,824.5,823.75,824.1
281,50160,240607,SBIN,823.95,824.35,823.75,824.2
282,50220,240607,SBIN,823.9,824.15,823.15,823.45
283,50280,240607,SBIN,823.15,824.5,822.7,824.35
284,50340,240607,SBIN,824.25,824.65,823.65,823.65
285,50400,240607,SBIN,823.6,823.9,823.1,823.15
286,50460,240607,SBIN,823.1,823.7,823.05,823.65
287,50520,240607,SBIN,823.6,824.0,823.2,823.7
288,50580,240607,SBIN,823.75,824.0,823.5,823.75
289,50640,240607,SBIN,823.7,824.5,823.6,824.1
290,50700,240607,SBIN,824.3,824.35,823.8,824.25
291,50760,240607,SBIN,824.2,824.4,823.9,823.95
292,50820,240607,SBIN,824.0,824.85,823.9,824.85
293,50880,240607,SBIN,824.7,824.85,824.0,824.05
294,50940,240607,SBIN,824.05,824.85,824.05,824.75
295,51000,240607,SBIN,824.9,825.15,824.65,825.0
296,51060,240607,SBIN,825.0,825.2,824.75,825.15
297,51120,240607,SBIN,824.9,825.2,824.5,824.5
298,51180,240607,SBIN,824.5,825.0,824.2,824.45
299,51240,240607,SBIN,824.3,824.75,824.15,824.6
300,51300,240607,SBIN,824.55,824.9,824.25,824.9
301,51360,240607,SBIN,824.8,825.5,824.7,825.25
302,51420,240607,SBIN,825.4,825.85,825.25,825.7
303,51480,240607,SBIN,825.5,826.5,825.5,826.25
304,51540,240607,SBIN,826.35,826.7,826.0,826.05
305,51600,240607,SBIN,826.15,826.65,826.0,826.45
306,51660,240607,SBIN,826.3,827.25,826.3,827.25
307,51720,240607,SBIN,826.9,828.65,826.9,828.65
308,51780,240607,SBIN,828.35,828.9,827.6,827.6
309,51840,240607,SBIN,827.7,827.8,826.5,827.0
310,51900,240607,SBIN,827.05,827.15,825.7,825.7
311,51960,240607,SBIN,826.05,826.75,825.7,826.05
312,52020,240607,SBIN,826.0,826.7,825.65,826.5
313,52080,240607,SBIN,826.35,827.15,826.0,826.1
314,52140,240607,SBIN,826.05,826.95,826.05,826.6
315,52200,240607,SBIN,826.55,827.25,826.55,827.0
316,52260,240607,SBIN,826.8,827.1,826.0,826.45
317,52320,240607,SBIN,826.1,826.85,826.0,826.5
318,52380,240607,SBIN,826.45,826.85,826.0,826.5
319,52440,240607,SBIN,826.85,826.85,826.15,826.15
320,52500,240607,SBIN,826.1,826.65,825.8,826.4
321,52560,240607,SBIN,826.25,826.8,826.0,826.05
322,52620,240607,SBIN,826.1,826.85,826.0,826.65
323,52680,240607,SBIN,826.45,827.0,826.05,826.5
324,52740,240607,SBIN,826.35,827.05,826.0,826.8
325,52800,240607,SBIN,826.8,826.8,826.0,826.25
326,52860,240607,SBIN,826.1,826.6,826.0,826.45
327,52920,240607,SBIN,826.45,826.45,825.75,825.8
328,52980,240607,SBIN,825.75,826.6,825.6,825.7
329,53040,240607,SBIN,825.85,826.3,825.65,825.75
330,53100,240607,SBIN,825.85,826.95,825.8,826.55
331,53160,240607,SBIN,826.75,827.2,826.45,827.05
332,53220,240607,SBIN,826.95,827.4,826.5,827.0
333,53280,240607,SBIN,826.95,827.25,826.7,827.15
334,53340,240607,SBIN,827.15,827.3,826.55,826.8
335,53400,240607,SBIN,826.95,827.35,826.5,827.0
336,53460,240607,SBIN,826.9,827.4,826.75,827.3
337,53520,240607,SBIN,827.35,828.0,827.05,827.7
338,53580,240607,SBIN,827.85,828.15,827.5,828.0
339,53640,240607,SBIN,827.9,828.0,827.5,827.5
340,53700,240607,SBIN,827.55,828.0,827.15,827.75
341,53760,240607,SBIN,827.6,828.0,827.15,827.25
342,53820,240607,SBIN,827.4,828.45,827.1,828.0
343,53880,240607,SBIN,828.0,828.95,828.0,828.7
344,53940,240607,SBIN,828.7,829.9,828.35,829.35
345,54000,240607,SBIN,829.3,831.5,829.25,830.45
346,54060,240607,SBIN,830.4,830.5,829.8,830.0
347,54120,240607,SBIN,830.15,830.9,830.0,830.65
348,54180,240607,SBIN,830.8,830.95,830.35,830.4
349,54240,240607,SBIN,830.4,830.75,830.35,830.4
350,54300,240607,SBIN,830.35,830.6,828.45,829.5
351,54360,240607,SBIN,829.6,830.8,829.55,830.7
352,54420,240607,SBIN,830.45,830.7,830.0,830.2
353,54480,240607,SBIN,830.5,830.55,829.5,830.45
354,54540,240607,SBIN,830.25,830.55,830.0,830.2
355,54600,240607,SBIN,830.3,830.6,830.1,830.1
356,54660,240607,SBIN,830.2,830.5,830.0,830.4
357,54720,240607,SBIN,830.35,830.65,830.05,830.3
358,54780,240607,SBIN,830.3,830.6,830.0,830.2
359,54840,240607,SBIN,830.35,830.35,829.5,829.5
360,54900,240607,SBIN,829.6,829.9,829.25,829.3
361,54960,240607,SBIN,829.4,829.45,828.65,828.9
362,55020,240607,SBIN,829.0,829.85,828.8,829.55
363,55080,240607,SBIN,829.65,830.25,829.35,829.9
364,55140,240607,SBIN,830.2,830.2,829.15,829.15
365,55200,240607,SBIN,829.55,830.15,829.0,829.6
366,55260,240607,SBIN,830.0,830.3,829.6,830.15
367,55320,240607,SBIN,829.8,830.35,829.4,829.7
368,55380,240607,SBIN,829.4,829.95,829.2,829.35
369,55440,240607,SBIN,829.4,829.5,829.0,829.5
370,55500,240607,SBIN,829.5,829.65,829.05,829.3
371,55560,240607,SBIN,829.15,829.9,829.15,829.55
372,55620,240607,SBIN,829.9,830.0,829.5,830.0
373,55680,240607,SBIN,830.0,830.0,829.6,829.7
374,55740,240607,SBIN,829.7,829.95,829.25,829.95
